Date,High,Low,Open,Close,Volume,Adj Close,Close_norm
2017-01-03,135.50999450683594,133.58999633789062,135.10000610351562,134.30999755859375,5299700.0,124.97986602783203,0.5623194227610148
2017-01-04,135.94000244140625,134.2100067138672,134.33999633789062,135.5,4055300.0,126.08720397949219,0.5673016392608984
2017-01-05,135.4600067138672,133.77999877929688,134.97999572753906,133.89999389648438,3821100.0,124.5983657836914,0.5606028489630988
2017-01-06,134.3300018310547,133.0500030517578,133.97000122070312,133.52999877929688,3827500.0,124.25405883789062,0.559053780059047
2017-01-09,134.75999450683594,133.13999938964844,133.22000122070312,134.30999755859375,4310200.0,124.97986602783203,0.5623194227610148
2017-01-10,136.3800048828125,133.77000427246094,134.0,136.10000610351562,5928300.0,126.64551544189453,0.569813701593673
2017-01-11,136.38999938964844,134.74000549316406,136.10000610351562,135.6999969482422,4643700.0,126.27330780029297,0.5681389720770237
2017-01-12,135.52999877929688,133.94000244140625,135.50999450683594,135.07000732421875,3600000.0,125.68710327148438,0.5655013769004491
2017-01-13,135.75,134.75999450683594,134.9199981689453,135.0399932861328,3117600.0,125.65916442871094,0.5653757162878513
2017-01-17,136.47999572753906,134.75999450683594,135.08999633789062,135.92999267578125,3976900.0,126.48734283447266,0.5691019016213477
2017-01-18,136.2899932861328,134.9199981689453,135.89999389648438,136.16000366210938,3869700.0,126.70134735107422,0.5700648950500706
2017-01-19,136.77999877929688,134.92999267578125,136.0,135.38999938964844,5078700.0,125.98485565185547,0.5668410966293697
2017-01-20,136.0,134.60000610351562,135.25999450683594,135.60000610351562,4853900.0,126.18029022216797,0.5677203376111605
2017-01-23,138.27000427246094,135.0,135.30999755859375,138.07000732421875,7056200.0,128.47869873046875,0.5780615607955243
2017-01-24,138.3800048828125,137.3000030517578,137.8800048828125,138.05999755859375,4055100.0,128.46937561035156,0.5780196526298588
2017-01-25,139.3699951171875,137.42999267578125,138.4499969482422,137.47999572753906,3631700.0,127.92969512939453,0.5755913427440164
2017-01-26,139.17999267578125,137.7100067138672,138.00999450683594,138.4600067138672,2931200.0,128.84161376953125,0.5796943821465081
2017-01-27,138.8300018310547,137.6999969482422,138.8000030517578,138.3300018310547,3149500.0,128.72061157226562,0.5791500870680473
2017-01-30,138.49000549316406,136.86000061035156,137.99000549316406,138.47000122070312,2705000.0,128.85089111328125,0.5797362264277748
2017-01-31,138.6199951171875,136.85000610351562,137.6300048828125,137.5800018310547,3227000.0,128.02272033691406,0.5760100410942784
