Date,High,Low,Open,Close,Volume,Adj Close,Close_norm
2017-01-03,105.94000244140625,104.11000061035156,104.41000366210938,105.38999938964844,4711300.0,103.33399963378906,0.33434853667913633
2017-01-04,106.75,104.86000061035156,105.33999633789062,106.38999938964844,3299000.0,104.31448364257812,0.33752102494761976
2017-01-05,108.1500015258789,106.45999908447266,107.05000305175781,106.98999786376953,3262200.0,105.12014770507812,0.3394245130678769
2017-01-06,108.11000061035156,106.87000274658203,107.31999969482422,107.76000213623047,3044600.0,105.87670135498047,0.34186734258894136
2017-01-09,108.1500015258789,107.30999755859375,107.76000213623047,107.55000305175781,2500700.0,105.67037963867188,0.34120112295705957
2017-01-10,108.56999969482422,106.91999816894531,107.55000305175781,107.31999969482422,3162200.0,105.44437408447266,0.34047144000547597
2017-01-11,107.8499984741211,106.83000183105469,107.04000091552734,107.80999755859375,2499000.0,105.92582702636719,0.3420259524798667
2017-01-12,108.86000061035156,107.30999755859375,107.66999816894531,108.70999908447266,3288500.0,106.81008911132812,0.34488119676233475
2017-01-13,109.4000015258789,108.52999877929688,108.62999725341797,108.69999694824219,4661900.0,106.80027770996094,0.3448494651024838
2017-01-17,108.86000061035156,107.61000061035156,108.2300033569336,108.4000015258789,2898200.0,106.50553131103516,0.34389773314443756
2017-01-18,109.22000122070312,107.91000366210938,108.70999908447266,108.66000366210938,2652300.0,106.76097869873047,0.3447225868714094
2017-01-19,109.37000274658203,108.33000183105469,108.83999633789062,108.52999877929688,1885300.0,106.63323211669922,0.34431014790584114
2017-01-20,110.0,108.91000366210938,109.23999786376953,109.95999908447266,4173300.0,108.03824615478516,0.348846807097939
2017-01-23,109.9800033569336,109.12999725341797,109.66000366210938,109.62999725341797,3678200.0,107.71401977539062,0.34779988016034
2017-01-24,110.12999725341797,109.18000030517578,109.80999755859375,109.91999816894531,2899600.0,107.99894714355469,0.3487199046627
2017-01-25,111.06999969482422,109.4000015258789,110.66000366210938,110.19000244140625,3848300.0,108.26422882080078,0.3495764900495227
2017-01-26,110.31999969482422,109.0,109.97000122070312,109.37999725341797,2568700.0,107.46839141845703,0.3470067580932191
2017-01-27,109.83999633789062,108.91999816894531,109.56999969482422,109.83999633789062,2591600.0,107.92036437988281,0.34846609979222176
2017-01-30,109.55999755859375,108.0999984741211,109.37000274658203,109.30000305175781,4304400.0,107.3897933959961,0.3467529774269056
2017-01-31,107.0999984741211,105.5,105.97000122070312,106.33000183105469,6470200.0,104.4717025756836,0.33733068339684347
